id,PV output,PeriodStart,hours
4417,0,30-04-2019,1
4418,0,30-04-2019,2
4420,0,30-04-2019,4
4421,0,30-04-2019,5
4419,0,30-04-2019,3
4423,186.5944444,30-04-2019,7
4424,1443.347222,30-04-2019,8
4425,3981.916667,30-04-2019,9
4426,7523.730556,30-04-2019,10
4422,0,30-04-2019,6
4457,5572.433333,01-05-2019,17
4454,9165.844444,01-05-2019,14
4455,8424.169444,01-05-2019,15
4456,7220.183333,01-05-2019,16
4458,3468.488889,01-05-2019,18
4453,9490.25,01-05-2019,13
4460,0.416666667,01-05-2019,20
4461,0,01-05-2019,21
4462,0,01-05-2019,22
4463,0,01-05-2019,23
4459,1443.811111,01-05-2019,19
4452,9273.497222,01-05-2019,12
4440,0,01-05-2019,0
4450,7120.155556,01-05-2019,10
4449,5306.716667,01-05-2019,9
4448,3196.508333,01-05-2019,8
4447,1249.844444,01-05-2019,7
4446,20.36666667,01-05-2019,6
4445,0,01-05-2019,5
4444,0,01-05-2019,4
4443,0,01-05-2019,3
4442,0,01-05-2019,2
4441,0,01-05-2019,1
4451,8417.405556,01-05-2019,11
4478,3469.041667,02-05-2019,14
4479,3484.266667,02-05-2019,15
4480,5751.213889,02-05-2019,16
4481,3035.205556,02-05-2019,17
4482,1273.65,02-05-2019,18
4487,0,02-05-2019,23
4484,0,02-05-2019,20
4485,0,02-05-2019,21
4486,0,02-05-2019,22
4477,2311.227778,02-05-2019,13
4483,559.3194444,02-05-2019,19
4476,2097.877778,02-05-2019,12
4464,0,02-05-2019,0
4474,4858.194444,02-05-2019,10
4465,0,02-05-2019,1
4466,0,02-05-2019,2
4467,0,02-05-2019,3
4468,0,02-05-2019,4
4475,3521.375,02-05-2019,11
4470,104.3091922,02-05-2019,6
4471,1516.066667,02-05-2019,7
4472,3376.288889,02-05-2019,8
4473,4830.288889,02-05-2019,9
4469,0,02-05-2019,5
4501,7501.805556,03-05-2019,13
4510,0,03-05-2019,22
4509,0,03-05-2019,21
4508,0,03-05-2019,20
4507,808.1527778,03-05-2019,19
4506,1807.394444,03-05-2019,18
4505,4587.738889,03-05-2019,17
4504,3466.947222,03-05-2019,16
4503,2631.788889,03-05-2019,15
4502,3097.575,03-05-2019,14
4511,0,03-05-2019,23
4500,5630.233333,03-05-2019,12
4498,3004.827778,03-05-2019,10
4499,4464.747222,03-05-2019,11
4488,0,03-05-2019,0
4489,0,03-05-2019,1
4491,0,03-05-2019,3
4492,0,03-05-2019,4
4490,0,03-05-2019,2
4494,0,03-05-2019,6
4495,11.58055556,03-05-2019,7
4496,1662.241667,03-05-2019,8
4497,2562.85,03-05-2019,9
4493,0,03-05-2019,5
4529,325.525,04-05-2019,17
4526,5362.183333,04-05-2019,14
4527,2724.897222,04-05-2019,15
4528,709.7166667,04-05-2019,16
4530,0,04-05-2019,18
4525,4222.666667,04-05-2019,13
4532,0,04-05-2019,20
4533,0,04-05-2019,21
4534,0,04-05-2019,22
4535,0,04-05-2019,23
4531,0,04-05-2019,19
4524,3913.316667,04-05-2019,12
4523,3952.019444,04-05-2019,11
4522,1335.152778,04-05-2019,10
4521,3568.286111,04-05-2019,9
4520,1928.586111,04-05-2019,8
4519,812.9722222,04-05-2019,7
4518,97.88611111,04-05-2019,6
4517,0,04-05-2019,5
4516,0,04-05-2019,4
4515,0,04-05-2019,3
4514,0,04-05-2019,2
4513,0,04-05-2019,1
4512,0,04-05-2019,0
4550,6850.219444,05-05-2019,14
4551,7066.944444,05-05-2019,15
4552,6983.466667,05-05-2019,16
4553,5887.805556,05-05-2019,17
4554,3140.513889,05-05-2019,18
4559,0,05-05-2019,23
4556,116.2611111,05-05-2019,20
4557,0,05-05-2019,21
4558,0,05-05-2019,22
4549,4548.888889,05-05-2019,13
4555,2580.644444,05-05-2019,19
4548,7429.105556,05-05-2019,12
4547,4226.033333,05-05-2019,11
4546,2054.586111,05-05-2019,10
4537,0,05-05-2019,1
4538,0,05-05-2019,2
4539,0,05-05-2019,3
4540,0,05-05-2019,4
4536,0,05-05-2019,0
4542,0,05-05-2019,6
4543,490.75,05-05-2019,7
4544,1491.072222,05-05-2019,8
4545,1772.052778,05-05-2019,9
4541,0,05-05-2019,5
4573,6027.472222,06-05-2019,13
4582,0,06-05-2019,22
4581,0,06-05-2019,21
4580,2.933333333,06-05-2019,20
4579,974.7055556,06-05-2019,19
4578,1922.4,06-05-2019,18
4577,4112.858333,06-05-2019,17
4576,4982.272222,06-05-2019,16
4575,4984.263889,06-05-2019,15
4574,4666.386111,06-05-2019,14
4572,6753.052778,06-05-2019,12
4583,0,06-05-2019,23
4570,7334.416667,06-05-2019,10
4560,0,06-05-2019,0
4561,0,06-05-2019,1
4562,0,06-05-2019,2
4563,0,06-05-2019,3
4564,0,06-05-2019,4
4571,6371.066667,06-05-2019,11
4566,58.20833333,06-05-2019,6
4567,860.1833333,06-05-2019,7
4568,2639.536111,06-05-2019,8
4569,5755.208333,06-05-2019,9
4565,0,06-05-2019,5
4597,9219.727778,07-05-2019,13
4606,0,07-05-2019,22
4605,0,07-05-2019,21
4604,0,07-05-2019,20
4603,984.2194444,07-05-2019,19
4602,2122.138889,07-05-2019,18
4601,3070.724234,07-05-2019,17
4600,4354.075,07-05-2019,16
4599,7407.567039,07-05-2019,15
4598,9001.527778,07-05-2019,14
4596,9112.188889,07-05-2019,12
4607,0,07-05-2019,23
4594,5193.941667,07-05-2019,10
4584,0,07-05-2019,0
4585,0,07-05-2019,1
4586,0,07-05-2019,2
4587,0,07-05-2019,3
4588,0,07-05-2019,4
4595,8411.963889,07-05-2019,11
4590,5.21021021,07-05-2019,6
4591,1370.422222,07-05-2019,7
4592,3576.611111,07-05-2019,8
4593,5379.344444,07-05-2019,9
4589,0,07-05-2019,5
4621,1554.494444,08-05-2019,13
4622,1593.086111,08-05-2019,14
4623,877.8222222,08-05-2019,15
4624,334.9888889,08-05-2019,16
4625,246.5222222,08-05-2019,17
4627,0.461111111,08-05-2019,19
4628,0,08-05-2019,20
4629,0,08-05-2019,21
4630,0,08-05-2019,22
4620,1572.027778,08-05-2019,12
4626,193.9083333,08-05-2019,18
4631,0,08-05-2019,23
4619,1293.166667,08-05-2019,11
4617,1063.388889,08-05-2019,9
4616,1107.661111,08-05-2019,8
4615,557.6611111,08-05-2019,7
4614,0,08-05-2019,6
4613,0,08-05-2019,5
4612,0,08-05-2019,4
4611,0,08-05-2019,3
4610,0,08-05-2019,2
4609,0,08-05-2019,1
4608,0,08-05-2019,0
4618,1509.461111,08-05-2019,10
4646,5103.033333,09-05-2019,14
4647,3098.075,09-05-2019,15
4648,5353.797222,09-05-2019,16
4649,6420.6,09-05-2019,17
4645,4409.477778,09-05-2019,13
4651,291.6694444,09-05-2019,19
4652,0,09-05-2019,20
4653,0,09-05-2019,21
4654,0,09-05-2019,22
4650,1134.8,09-05-2019,18
4644,3968.461111,09-05-2019,12
4655,0,09-05-2019,23
4642,3085.986111,09-05-2019,10
4632,0,09-05-2019,0
4633,0,09-05-2019,1
4634,0,09-05-2019,2
4635,0,09-05-2019,3
4636,0,09-05-2019,4
4643,5331.572222,09-05-2019,11
4638,0,09-05-2019,6
4639,1121.291667,09-05-2019,7
4640,526.5138889,09-05-2019,8
4641,1706.158333,09-05-2019,9
4637,0,09-05-2019,5
4678,0,10-05-2019,22
4677,0,10-05-2019,21
4676,0,10-05-2019,20
4675,857.7065527,10-05-2019,19
4674,3634.733333,10-05-2019,18
4673,3289.219444,10-05-2019,17
4672,6624.836111,10-05-2019,16
4671,7367.755556,10-05-2019,15
4670,8279.472222,10-05-2019,14
4669,8353.961111,10-05-2019,13
4668,9308.997222,10-05-2019,12
4679,0,10-05-2019,23
4666,3277.266667,10-05-2019,10
4656,0,10-05-2019,0
4657,0,10-05-2019,1
4658,0,10-05-2019,2
4659,0,10-05-2019,3
4660,0,10-05-2019,4
4667,6031.766667,10-05-2019,11
4662,0,10-05-2019,6
4663,740.5,10-05-2019,7
4664,1584.352778,10-05-2019,8
4665,2046.161111,10-05-2019,9
4661,0,10-05-2019,5
4693,9413.536111,11-05-2019,13
4694,6058.294444,11-05-2019,14
4695,5059.616667,11-05-2019,15
4696,4562.133333,11-05-2019,16
4697,1731.977778,11-05-2019,17
4699,409.3611111,11-05-2019,19
4700,0,11-05-2019,20
4701,0,11-05-2019,21
4702,0,11-05-2019,22
4692,6352.327778,11-05-2019,12
4698,1461.747222,11-05-2019,18
4703,0,11-05-2019,23
4691,4963.611111,11-05-2019,11
4689,4427.85,11-05-2019,9
4690,4388.086111,11-05-2019,10
4680,0,11-05-2019,0
4681,0,11-05-2019,1
4682,0,11-05-2019,2
4683,0,11-05-2019,3
4685,0,11-05-2019,5
4686,0,11-05-2019,6
4687,551.2416667,11-05-2019,7
4688,2651.325,11-05-2019,8
4684,0,11-05-2019,4
4727,0,12-05-2019,23
4717,8861.777778,12-05-2019,13
4718,8553.519444,12-05-2019,14
4719,4972.825,12-05-2019,15
4720,1330.5,12-05-2019,16
4723,352.8472222,12-05-2019,19
4722,2224.458333,12-05-2019,18
4724,0,12-05-2019,20
4725,0,12-05-2019,21
4716,9655.041667,12-05-2019,12
4721,1877.277778,12-05-2019,17
4726,0,12-05-2019,22
4715,5681.061111,12-05-2019,11
4713,2667.030556,12-05-2019,9
4704,0,12-05-2019,0
4705,0,12-05-2019,1
4706,0,12-05-2019,2
4707,0,12-05-2019,3
4714,3732.725,12-05-2019,10
4709,0,12-05-2019,5
4710,43.76353276,12-05-2019,6
4711,1173.019444,12-05-2019,7
4712,2727.933333,12-05-2019,8
4708,0,12-05-2019,4
4741,10911.575,13-05-2019,13
4750,0,13-05-2019,22
4749,0,13-05-2019,21
4748,210.9,13-05-2019,20
4747,1419.372222,13-05-2019,19
4746,3670.330556,13-05-2019,18
4745,4434.033426,13-05-2019,17
4744,7012.752778,13-05-2019,16
4743,7360.811111,13-05-2019,15
4742,8816.877778,13-05-2019,14
4740,9750.55,13-05-2019,12
4751,0,13-05-2019,23
4738,8067.352778,13-05-2019,10
4728,0,13-05-2019,0
4729,0,13-05-2019,1
4730,0,13-05-2019,2
4731,0,13-05-2019,3
4732,0,13-05-2019,4
4739,9111.255556,13-05-2019,11
4734,141.9638889,13-05-2019,6
4735,1696.294444,13-05-2019,7
4736,3976.108333,13-05-2019,8
4737,5502.544444,13-05-2019,9
4733,0,13-05-2019,5
4765,9897.344444,14-05-2019,13
4766,8589.725,14-05-2019,14
4767,9274.427778,14-05-2019,15
4768,8146.7,14-05-2019,16
4769,6544.594444,14-05-2019,17
4771,1949.872222,14-05-2019,19
4772,157.2225352,14-05-2019,20
4773,0,14-05-2019,21
4774,0,14-05-2019,22
4764,10240.78333,14-05-2019,12
4770,4327.436111,14-05-2019,18
4775,0,14-05-2019,23
4763,9382.636111,14-05-2019,11
4761,6160.472222,14-05-2019,9
4760,3994.625,14-05-2019,8
4759,1781.977778,14-05-2019,7
4758,175.3527778,14-05-2019,6
4757,0,14-05-2019,5
4756,0,14-05-2019,4
4755,0,14-05-2019,3
4754,0,14-05-2019,2
4753,0,14-05-2019,1
4752,0,14-05-2019,0
4762,8025.536111,14-05-2019,10
4791,8225.311111,15-05-2019,15
4792,6409.158333,15-05-2019,16
4793,3209.458333,15-05-2019,17
4794,2230.413889,15-05-2019,18
4790,7896.319444,15-05-2019,14
4796,88.86666667,15-05-2019,20
4797,0,15-05-2019,21
4798,0,15-05-2019,22
4799,0,15-05-2019,23
4795,623.9194444,15-05-2019,19
4789,8391.419444,15-05-2019,13
4788,8469.722222,15-05-2019,12
4787,8785.147222,15-05-2019,11
4777,0,15-05-2019,1
4778,0,15-05-2019,2
4779,0,15-05-2019,3
4780,0,15-05-2019,4
4781,0,15-05-2019,5
4776,0,15-05-2019,0
4783,1430.638889,15-05-2019,7
4784,3618.747222,15-05-2019,8
4785,6170.466667,15-05-2019,9
4786,8268.608333,15-05-2019,10
4782,180.7062147,15-05-2019,6
4814,7598.419444,16-05-2019,14
4815,8896.825,16-05-2019,15
4816,8063.7,16-05-2019,16
4817,6260.708333,16-05-2019,17
4818,4205.369444,16-05-2019,18
4820,235.2638889,16-05-2019,20
4821,0,16-05-2019,21
4822,0,16-05-2019,22
4823,0,16-05-2019,23
4813,8098.997222,16-05-2019,13
4819,2046.772222,16-05-2019,19
4812,10183.54444,16-05-2019,12
4811,9323.363889,16-05-2019,11
4810,7206.077778,16-05-2019,10
4801,0,16-05-2019,1
4802,0,16-05-2019,2
4803,0,16-05-2019,3
4804,0,16-05-2019,4
4800,0,16-05-2019,0
4806,107.6222222,16-05-2019,6
4807,1533.947222,16-05-2019,7
4808,3752.069444,16-05-2019,8
4809,6561.438889,16-05-2019,9
4805,0,16-05-2019,5
4837,5393.138889,17-05-2019,13
4846,0,17-05-2019,22
4845,0,17-05-2019,21
4844,0,17-05-2019,20
4843,103.8666667,17-05-2019,19
4842,1007.144444,17-05-2019,18
4841,3568.066852,17-05-2019,17
4840,3579.005556,17-05-2019,16
4839,5401.783333,17-05-2019,15
4838,6348.536111,17-05-2019,14
4836,6155.797222,17-05-2019,12
4847,0,17-05-2019,23
4834,5659.983333,17-05-2019,10
4824,0,17-05-2019,0
4825,0,17-05-2019,1
4826,0,17-05-2019,2
4827,0,17-05-2019,3
4828,0,17-05-2019,4
4835,6947.958333,17-05-2019,11
4830,320.1972222,17-05-2019,6
4831,1903.625,17-05-2019,7
4832,3120.488889,17-05-2019,8
4833,4034.508333,17-05-2019,9
4829,0.447222222,17-05-2019,5
4861,5037.286111,18-05-2019,13
4870,0,18-05-2019,22
4869,0,18-05-2019,21
4868,0,18-05-2019,20
4867,769.15,18-05-2019,19
4866,1511.502778,18-05-2019,18
4865,2408.947222,18-05-2019,17
4864,2991.780556,18-05-2019,16
4863,3447.422222,18-05-2019,15
4862,4971.488889,18-05-2019,14
4860,5202.45,18-05-2019,12
4871,0,18-05-2019,23
4858,4271.169444,18-05-2019,10
4848,0,18-05-2019,0
4849,0,18-05-2019,1
4850,0,18-05-2019,2
4851,0,18-05-2019,3
4852,0,18-05-2019,4
4859,5371.047222,18-05-2019,11
4854,78.825,18-05-2019,6
4855,914.5388889,18-05-2019,7
4856,2335.277778,18-05-2019,8
4857,3156.288889,18-05-2019,9
4853,0,18-05-2019,5
4885,2473.511111,19-05-2019,13
4886,4190.211111,19-05-2019,14
4887,4897.591667,19-05-2019,15
4888,4571.094444,19-05-2019,16
4889,1834.744444,19-05-2019,17
4891,2093.375,19-05-2019,19
4892,606.4666667,19-05-2019,20
4893,0,19-05-2019,21
4894,0,19-05-2019,22
4884,5840.708333,19-05-2019,12
4890,4195.472222,19-05-2019,18
4895,0,19-05-2019,23
4883,3551.144444,19-05-2019,11
4881,4063.497222,19-05-2019,9
4880,1719.677778,19-05-2019,8
4879,478.875,19-05-2019,7
4878,0,19-05-2019,6
4877,0,19-05-2019,5
4876,0,19-05-2019,4
4875,0,19-05-2019,3
4874,0,19-05-2019,2
4873,0,19-05-2019,1
4872,0,19-05-2019,0
4882,4364.338889,19-05-2019,10
4910,823.0277778,20-05-2019,14
4911,747.5055556,20-05-2019,15
4912,1308.083333,20-05-2019,16
4913,1887.158333,20-05-2019,17
4909,1325.605556,20-05-2019,13
4915,475.1777778,20-05-2019,19
4916,0,20-05-2019,20
4917,0,20-05-2019,21
4918,0,20-05-2019,22
4914,1375.141667,20-05-2019,18
4908,1598.308989,20-05-2019,12
4919,0,20-05-2019,23
4906,913.2472222,20-05-2019,10
4896,0,20-05-2019,0
4897,0,20-05-2019,1
4898,0,20-05-2019,2
4899,0,20-05-2019,3
4900,0,20-05-2019,4
4907,1566.111111,20-05-2019,11
4902,0,20-05-2019,6
4903,0,20-05-2019,7
4904,227.6944444,20-05-2019,8
4905,882.7138889,20-05-2019,9
4901,0,20-05-2019,5
4942,0,21-05-2019,22
4941,0,21-05-2019,21
4940,315.7222222,21-05-2019,20
4939,2032.941667,21-05-2019,19
4938,1557.188889,21-05-2019,18
4937,1464.997222,21-05-2019,17
4936,4334.119444,21-05-2019,16
4935,5978.497222,21-05-2019,15
4934,4386.111111,21-05-2019,14
4933,6026.808333,21-05-2019,13
4932,4113.811111,21-05-2019,12
4943,0,21-05-2019,23
4930,3754.647222,21-05-2019,10
4920,0,21-05-2019,0
4921,0,21-05-2019,1
4922,0,21-05-2019,2
4923,0,21-05-2019,3
4924,0,21-05-2019,4
4931,4040.475,21-05-2019,11
4926,0,21-05-2019,6
4927,0,21-05-2019,7
4928,956.3194444,21-05-2019,8
4929,1915.85,21-05-2019,9
4925,0,21-05-2019,5
4957,9439.036111,22-05-2019,13
4958,9091.652778,22-05-2019,14
4959,2773.225627,22-05-2019,15
4960,3332.730556,22-05-2019,16
4961,5572.483333,22-05-2019,17
4963,2195.247222,22-05-2019,19
4964,475.1666667,22-05-2019,20
4965,0,22-05-2019,21
4966,0,22-05-2019,22
4956,9286.544444,22-05-2019,12
4962,4853.025,22-05-2019,18
4967,0,22-05-2019,23
4955,8662.430556,22-05-2019,11
4953,6050.844444,22-05-2019,9
4954,7624,22-05-2019,10
4944,0,22-05-2019,0
4945,0,22-05-2019,1
4946,0,22-05-2019,2
4947,0,22-05-2019,3
4949,0,22-05-2019,5
4950,265.8083333,22-05-2019,6
4951,1676.930556,22-05-2019,7
4952,3382.833333,22-05-2019,8
4948,0,22-05-2019,4
4991,0,23-05-2019,23
4981,9481.552778,23-05-2019,13
4982,9222.786111,23-05-2019,14
4983,8578.897222,23-05-2019,15
4984,7737.447222,23-05-2019,16
4987,2250.811111,23-05-2019,19
4986,4365.122222,23-05-2019,18
4988,413.6666667,23-05-2019,20
4989,0,23-05-2019,21
4980,9291.858333,23-05-2019,12
4985,6215.180556,23-05-2019,17
4990,0,23-05-2019,22
4979,8612.308333,23-05-2019,11
4977,5928.45,23-05-2019,9
4968,0,23-05-2019,0
4969,0,23-05-2019,1
4970,0,23-05-2019,2
4971,0,23-05-2019,3
4978,7436.322222,23-05-2019,10
4973,0,23-05-2019,5
4974,416.3483146,23-05-2019,6
4975,2163.930556,23-05-2019,7
4976,3922.1,23-05-2019,8
4972,0,23-05-2019,4
5006,8602.858333,24-05-2019,14
5015,0,24-05-2019,23
5014,0,24-05-2019,22
5013,0,24-05-2019,21
5012,0,24-05-2019,20
5011,390.0361111,24-05-2019,19
5010,1429.322222,24-05-2019,18
5009,4979.383333,24-05-2019,17
5008,6359.886111,24-05-2019,16
5007,8345.688889,24-05-2019,15
5005,8268.208333,24-05-2019,13
5004,7492.044444,24-05-2019,12
4992,0,24-05-2019,0
5003,6777.477778,24-05-2019,11
4993,0,24-05-2019,1
4994,0,24-05-2019,2
4996,0,24-05-2019,4
4997,0.455555556,24-05-2019,5
4995,0,24-05-2019,3
4999,1986.725,24-05-2019,7
5000,4150.480556,24-05-2019,8
5001,4652.913889,24-05-2019,9
5002,6150.986111,24-05-2019,10
4998,125.3342618,24-05-2019,6
5033,446.9138889,25-05-2019,17
5030,4885.230556,25-05-2019,14
5031,6561.436047,25-05-2019,15
5032,2670.636111,25-05-2019,16
5034,1462.147222,25-05-2019,18
5029,1351.855556,25-05-2019,13
5036,28.1574344,25-05-2019,20
5037,0,25-05-2019,21
5038,0,25-05-2019,22
5039,0,25-05-2019,23
5035,1388.791667,25-05-2019,19
5028,4846.255556,25-05-2019,12
5016,0,25-05-2019,0
5026,5992.830556,25-05-2019,10
5025,4121.45,25-05-2019,9
5024,2505.491667,25-05-2019,8
5023,1140.538889,25-05-2019,7
5022,249.5222222,25-05-2019,6
5021,0.436111111,25-05-2019,5
5020,0,25-05-2019,4
5019,0,25-05-2019,3
5018,0,25-05-2019,2
5017,0,25-05-2019,1
5027,6623.380556,25-05-2019,11
5054,4519.419444,26-05-2019,14
5055,1717.452778,26-05-2019,15
5056,5561.044444,26-05-2019,16
5057,3040.780556,26-05-2019,17
5058,2779.011111,26-05-2019,18
5063,0,26-05-2019,23
5060,149.0666667,26-05-2019,20
5061,0,26-05-2019,21
5062,0,26-05-2019,22
5053,9874.502778,26-05-2019,13
5059,740,26-05-2019,19
5051,8012.705556,26-05-2019,11
5048,3606.927778,26-05-2019,8
5050,6597.577586,26-05-2019,10
5049,5754.127778,26-05-2019,9
5052,9127.736111,26-05-2019,12
5047,1665.013889,26-05-2019,7
5046,250.9805556,26-05-2019,6
5045,0,26-05-2019,5
5044,0,26-05-2019,4
5043,0,26-05-2019,3
5042,0,26-05-2019,2
5041,0,26-05-2019,1
5040,0,26-05-2019,0
5078,8651.936111,27-05-2019,14
5079,6015.733333,27-05-2019,15
5080,4796.975,27-05-2019,16
5081,4434.880556,27-05-2019,17
5082,2868.005556,27-05-2019,18
5087,0,27-05-2019,23
5084,123.7694444,27-05-2019,20
5085,0,27-05-2019,21
5086,0,27-05-2019,22
5077,8839.283333,27-05-2019,13
5083,1865.061111,27-05-2019,19
5076,9313.854286,27-05-2019,12
5075,8899.377778,27-05-2019,11
5074,5478.913889,27-05-2019,10
5065,0,27-05-2019,1
5066,0,27-05-2019,2
5067,0,27-05-2019,3
5068,0,27-05-2019,4
5064,0,27-05-2019,0
5070,413.9439776,27-05-2019,6
5071,1823.972222,27-05-2019,7
5072,3088.880556,27-05-2019,8
5073,3468.805556,27-05-2019,9
5069,0,27-05-2019,5
5101,729.4472222,28-05-2019,13
5110,0,28-05-2019,22
5109,0,28-05-2019,21
5108,121.6444444,28-05-2019,20
5107,448.0472222,28-05-2019,19
5106,1762.577778,28-05-2019,18
5105,1157.219444,28-05-2019,17
5104,1351.082386,28-05-2019,16
5103,718.7855153,28-05-2019,15
5102,1277.736111,28-05-2019,14
5100,1131.744444,28-05-2019,12
5111,0,28-05-2019,23
5098,1418.986111,28-05-2019,10
5088,0,28-05-2019,0
5089,0,28-05-2019,1
5090,0,28-05-2019,2
5091,0,28-05-2019,3
5092,0,28-05-2019,4
5099,2352.533333,28-05-2019,11
5094,174.523511,28-05-2019,6
5095,0,28-05-2019,7
5096,384.4138889,28-05-2019,8
5097,894.4555556,28-05-2019,9
5093,0,28-05-2019,5
5125,4844.169444,29-05-2019,13
5134,0,29-05-2019,22
5133,0,29-05-2019,21
5132,397.0861111,29-05-2019,20
5131,1382.1,29-05-2019,19
5130,2387.2,29-05-2019,18
5129,3104.888889,29-05-2019,17
5128,3921.794444,29-05-2019,16
5127,2200.708333,29-05-2019,15
5126,8362.008621,29-05-2019,14
5124,5504.211111,29-05-2019,12
5135,0,29-05-2019,23
5122,6765.113889,29-05-2019,10
5112,0,29-05-2019,0
5113,0,29-05-2019,1
5114,0,29-05-2019,2
5115,0,29-05-2019,3
5116,0,29-05-2019,4
5123,4493.52907,29-05-2019,11
5118,155.0277778,29-05-2019,6
5119,1227.980556,29-05-2019,7
5120,2185.594444,29-05-2019,8
5121,2634.047222,29-05-2019,9
5117,0,29-05-2019,5
5149,9559.502778,30-05-2019,13
5150,9665.905556,30-05-2019,14
5151,8857.669444,30-05-2019,15
5152,6558.538889,30-05-2019,16
5153,4853.047222,30-05-2019,17
5155,952.775,30-05-2019,19
5156,66.43888889,30-05-2019,20
5157,0,30-05-2019,21
5158,0,30-05-2019,22
5148,9346.891667,30-05-2019,12
5154,1508.288889,30-05-2019,18
5159,0,30-05-2019,23
5147,8712.349432,30-05-2019,11
5145,5511.113889,30-05-2019,9
5144,3024.088889,30-05-2019,8
5143,1455.92,30-05-2019,7
5142,233.199422,30-05-2019,6
5141,0,30-05-2019,5
5140,0,30-05-2019,4
5139,0,30-05-2019,3
5138,0,30-05-2019,2
5137,0,30-05-2019,1
5136,0,30-05-2019,0
5146,7605.819444,30-05-2019,10
5174,9555.594444,31-05-2019,14
5175,8901.033333,31-05-2019,15
5176,7864.354286,31-05-2019,16
5177,6387.313889,31-05-2019,17
5173,10045.29167,31-05-2019,13
5179,2343.636111,31-05-2019,19
5183,0,31-05-2019,23
5181,0,31-05-2019,21
5182,0,31-05-2019,22
5178,4377.927778,31-05-2019,18
5172,9635.713889,31-05-2019,12
5180,555.3,31-05-2019,20
5170,7566.983333,31-05-2019,10
5160,0,31-05-2019,0
5161,0,31-05-2019,1
5162,0,31-05-2019,2
5163,0,31-05-2019,3
5164,0,31-05-2019,4
5171,8665.727778,31-05-2019,11
5166,489.2849003,31-05-2019,6
5167,2201.641667,31-05-2019,7
5168,4239.691667,31-05-2019,8
5169,6133.836111,31-05-2019,9
5165,0,31-05-2019,5
5197,9111.444444,01-06-2019,13
5206,0,01-06-2019,22
5205,0,01-06-2019,21
5204,707.5,01-06-2019,20
5203,2489.788889,01-06-2019,19
5202,4456.15,01-06-2019,18
5201,6277.838889,01-06-2019,17
5200,7566.466667,01-06-2019,16
5199,8632.177778,01-06-2019,15
5198,9164.230556,01-06-2019,14
5196,9034.363889,01-06-2019,12
5207,0,01-06-2019,23
5194,7452.477778,01-06-2019,10
5184,0,01-06-2019,0
5185,0,01-06-2019,1
5186,0,01-06-2019,2
5187,0,01-06-2019,3
5188,0,01-06-2019,4
5195,8520.772222,01-06-2019,11
5190,493.0611111,01-06-2019,6
5191,2175.261111,01-06-2019,7
5192,4185.091667,01-06-2019,8
5193,5963.196629,01-06-2019,9
5189,0,01-06-2019,5
5221,8923.458333,02-06-2019,13
5222,8728.038889,02-06-2019,14
5223,8152.027778,02-06-2019,15
5224,7275.288889,02-06-2019,16
5225,5990.363889,02-06-2019,17
5227,2368.672222,02-06-2019,19
5228,112.5888889,02-06-2019,20
5229,0,02-06-2019,21
5230,0,02-06-2019,22
5220,8800.774011,02-06-2019,12
5226,4190.563889,02-06-2019,18
5231,0,02-06-2019,23
5219,8219.927778,02-06-2019,11
5217,5889.516667,02-06-2019,9
5216,4144.066667,02-06-2019,8
5215,2216.111111,02-06-2019,7
5214,517.6210826,02-06-2019,6
5213,0,02-06-2019,5
5212,0,02-06-2019,4
5211,0,02-06-2019,3
5210,0,02-06-2019,2
5209,0,02-06-2019,1
5208,0,02-06-2019,0
5218,7260.427778,02-06-2019,10
5246,1126.888889,03-06-2019,14
5255,0,03-06-2019,23
5247,7678.025,03-06-2019,15
5248,7126.980556,03-06-2019,16
5249,5255.869444,03-06-2019,17
5254,0,03-06-2019,22
5251,818.0138889,03-06-2019,19
5252,0,03-06-2019,20
5253,0,03-06-2019,21
5245,2778.266667,03-06-2019,13
5250,2411.441667,03-06-2019,18
5244,8884.680556,03-06-2019,12
5240,4112.05,03-06-2019,8
5242,6952.494444,03-06-2019,10
5241,5834.069444,03-06-2019,9
5239,2213.461111,03-06-2019,7
5238,500.8662953,03-06-2019,6
5237,0,03-06-2019,5
5236,0,03-06-2019,4
5235,0,03-06-2019,3
5234,0,03-06-2019,2
5233,0,03-06-2019,1
5232,0,03-06-2019,0
5243,7930.636111,03-06-2019,11
5270,8477.152299,04-06-2019,14
5271,8052.791667,04-06-2019,15
5272,7059.194444,04-06-2019,16
5273,5412.130556,04-06-2019,17
5279,0,04-06-2019,23
5275,2236.691667,04-06-2019,19
5277,0,04-06-2019,21
5278,0,04-06-2019,22
5269,8657.541667,04-06-2019,13
5274,3527.255556,04-06-2019,18
5268,8487.988889,04-06-2019,12
5276,402.9833333,04-06-2019,20
5266,6859.844444,04-06-2019,10
5265,5355.583333,04-06-2019,9
5264,3826.836111,04-06-2019,8
5263,2055.091667,04-06-2019,7
5262,448.3156425,04-06-2019,6
5261,0,04-06-2019,5
5260,0,04-06-2019,4
5259,0,04-06-2019,3
5258,0,04-06-2019,2
5257,0,04-06-2019,1
5256,0,04-06-2019,0
5267,7922.544444,04-06-2019,11
5294,8629.588889,05-06-2019,14
5295,8523.755556,05-06-2019,15
5296,7206.513889,05-06-2019,16
5297,6266.458333,05-06-2019,17
5303,0,05-06-2019,23
5299,3026.669444,05-06-2019,19
5300,331.4027778,05-06-2019,20
5301,0,05-06-2019,21
