id,PV output,PeriodStart,hours
2197,2697.486111,27-01-2019,13
2206,0,27-01-2019,22
2205,0,27-01-2019,21
2204,0,27-01-2019,20
2203,0,27-01-2019,19
2202,0,27-01-2019,18
2201,0,27-01-2019,17
2200,0,27-01-2019,16
2199,409.9554318,27-01-2019,15
2198,1519.544444,27-01-2019,14
2196,1925.491667,27-01-2019,12
2207,0,27-01-2019,23
2194,947.0027778,27-01-2019,10
2184,0,27-01-2019,0
2185,0,27-01-2019,1
2186,0,27-01-2019,2
2187,0,27-01-2019,3
2188,0,27-01-2019,4
2195,1836.322222,27-01-2019,11
2190,0,27-01-2019,6
2191,0,27-01-2019,7
2192,0,27-01-2019,8
2193,557.6166667,27-01-2019,9
2189,0,27-01-2019,5
2221,0,28-01-2019,13
2222,0,28-01-2019,14
2223,0,28-01-2019,15
2224,0,28-01-2019,16
2225,0,28-01-2019,17
2227,0,28-01-2019,19
2228,0,28-01-2019,20
2229,0,28-01-2019,21
2230,0,28-01-2019,22
2220,0,28-01-2019,12
2226,0,28-01-2019,18
2231,0,28-01-2019,23
2219,0,28-01-2019,11
2217,0,28-01-2019,9
2216,0,28-01-2019,8
2215,0,28-01-2019,7
2214,0,28-01-2019,6
2213,0,28-01-2019,5
2212,0,28-01-2019,4
2211,0,28-01-2019,3
2210,0,28-01-2019,2
2209,0,28-01-2019,1
2208,0,28-01-2019,0
2218,0,28-01-2019,10
2246,0,29-01-2019,14
2247,0,29-01-2019,15
2248,0,29-01-2019,16
2249,0,29-01-2019,17
2245,0,29-01-2019,13
2251,0,29-01-2019,19
2252,0,29-01-2019,20
2253,0,29-01-2019,21
2254,0,29-01-2019,22
2250,0,29-01-2019,18
2244,0,29-01-2019,12
2255,0,29-01-2019,23
2242,0,29-01-2019,10
2232,0,29-01-2019,0
2233,0,29-01-2019,1
2234,0,29-01-2019,2
2235,0,29-01-2019,3
2236,0,29-01-2019,4
2243,0,29-01-2019,11
2238,0,29-01-2019,6
2239,0,29-01-2019,7
2240,0,29-01-2019,8
2241,0,29-01-2019,9
2237,0,29-01-2019,5
2278,0,30-01-2019,22
2277,0,30-01-2019,21
2276,0,30-01-2019,20
2275,0,30-01-2019,19
2274,0,30-01-2019,18
2273,0,30-01-2019,17
2272,0,30-01-2019,16
2271,0,30-01-2019,15
2270,0.444444444,30-01-2019,14
2269,0,30-01-2019,13
2268,0,30-01-2019,12
2279,0,30-01-2019,23
2266,0,30-01-2019,10
2256,0,30-01-2019,0
2257,0,30-01-2019,1
2258,0,30-01-2019,2
2259,0,30-01-2019,3
2260,0,30-01-2019,4
2267,0,30-01-2019,11
2262,0,30-01-2019,6
2263,0,30-01-2019,7
2264,0,30-01-2019,8
2265,0,30-01-2019,9
2261,0,30-01-2019,5
2293,0,31-01-2019,13
2294,0,31-01-2019,14
2295,0,31-01-2019,15
2296,0,31-01-2019,16
2297,0,31-01-2019,17
2299,0,31-01-2019,19
2300,0,31-01-2019,20
2301,0,31-01-2019,21
2302,0,31-01-2019,22
2292,0,31-01-2019,12
2298,0,31-01-2019,18
2303,0,31-01-2019,23
2291,0,31-01-2019,11
2289,0,31-01-2019,9
2290,0,31-01-2019,10
2280,0,31-01-2019,0
2281,0,31-01-2019,1
2282,0,31-01-2019,2
2283,0,31-01-2019,3
2285,0,31-01-2019,5
2286,0,31-01-2019,6
2287,0,31-01-2019,7
2288,0,31-01-2019,8
2284,0,31-01-2019,4
2327,0,01-02-2019,23
2317,0,01-02-2019,13
2318,0,01-02-2019,14
2319,0,01-02-2019,15
2320,0,01-02-2019,16
2323,0,01-02-2019,19
2322,0,01-02-2019,18
2324,0,01-02-2019,20
2325,0,01-02-2019,21
2316,0,01-02-2019,12
2321,0,01-02-2019,17
2326,0,01-02-2019,22
2315,0,01-02-2019,11
2313,0,01-02-2019,9
2304,0,01-02-2019,0
2305,0,01-02-2019,1
2306,0,01-02-2019,2
2307,0,01-02-2019,3
2314,0,01-02-2019,10
2309,0,01-02-2019,5
2310,0,01-02-2019,6
2311,0,01-02-2019,7
2312,0,01-02-2019,8
2308,0,01-02-2019,4
2342,0,02-02-2019,14
2351,0,02-02-2019,23
2350,0,02-02-2019,22
2349,0,02-02-2019,21
2348,0,02-02-2019,20
2347,0,02-02-2019,19
2346,0,02-02-2019,18
2345,0,02-02-2019,17
2344,0,02-02-2019,16
2343,0,02-02-2019,15
2341,0,02-02-2019,13
2340,0,02-02-2019,12
2328,0,02-02-2019,0
2339,0,02-02-2019,11
2329,0,02-02-2019,1
2330,0,02-02-2019,2
2332,0,02-02-2019,4
2333,0,02-02-2019,5
2331,0,02-02-2019,3
2335,0,02-02-2019,7
2336,0,02-02-2019,8
2337,0,02-02-2019,9
2338,0,02-02-2019,10
2334,0,02-02-2019,6
2369,0,03-02-2019,17
2366,0,03-02-2019,14
2367,0,03-02-2019,15
2368,0.469444444,03-02-2019,16
2370,0,03-02-2019,18
2365,0,03-02-2019,13
2372,0,03-02-2019,20
2373,0,03-02-2019,21
2374,0,03-02-2019,22
2375,0,03-02-2019,23
2371,0,03-02-2019,19
2364,0,03-02-2019,12
2352,0,03-02-2019,0
2362,0,03-02-2019,10
2361,0,03-02-2019,9
2360,0,03-02-2019,8
2359,0,03-02-2019,7
2358,0,03-02-2019,6
2357,0,03-02-2019,5
2356,0,03-02-2019,4
2355,0,03-02-2019,3
2354,0,03-02-2019,2
2353,0,03-02-2019,1
2363,0,03-02-2019,11
2390,0,04-02-2019,14
2391,0,04-02-2019,15
2392,0,04-02-2019,16
2393,0,04-02-2019,17
2394,0,04-02-2019,18
2399,0,04-02-2019,23
2396,0,04-02-2019,20
2397,0,04-02-2019,21
2398,0,04-02-2019,22
2389,0,04-02-2019,13
2395,0,04-02-2019,19
2388,0,04-02-2019,12
2387,0,04-02-2019,11
2386,0,04-02-2019,10
2377,0,04-02-2019,1
2378,0,04-02-2019,2
2379,0,04-02-2019,3
2380,0,04-02-2019,4
2376,0,04-02-2019,0
2382,0,04-02-2019,6
2383,0,04-02-2019,7
2384,0,04-02-2019,8
2385,0,04-02-2019,9
2381,0,04-02-2019,5
2413,19.63333333,05-02-2019,13
2422,0,05-02-2019,22
2421,0,05-02-2019,21
2420,0,05-02-2019,20
2419,0,05-02-2019,19
2418,0,05-02-2019,18
2417,0,05-02-2019,17
2416,0,05-02-2019,16
2415,0,05-02-2019,15
2414,0,05-02-2019,14
2412,0.419444444,05-02-2019,12
2423,0,05-02-2019,23
2410,0,05-02-2019,10
2400,0,05-02-2019,0
2401,0,05-02-2019,1
2402,0,05-02-2019,2
2403,0,05-02-2019,3
2404,0,05-02-2019,4
2411,0,05-02-2019,11
2406,0,05-02-2019,6
2407,0,05-02-2019,7
2408,0,05-02-2019,8
2409,0,05-02-2019,9
2405,0,05-02-2019,5
2437,0,06-02-2019,13
2438,0,06-02-2019,14
2439,0,06-02-2019,15
2440,0,06-02-2019,16
2441,0,06-02-2019,17
2443,0,06-02-2019,19
2444,0,06-02-2019,20
2445,0,06-02-2019,21
2446,0,06-02-2019,22
2436,0,06-02-2019,12
2442,0,06-02-2019,18
2447,0,06-02-2019,23
2435,0,06-02-2019,11
2433,0.45,06-02-2019,9
2432,0,06-02-2019,8
2431,0,06-02-2019,7
2430,0,06-02-2019,6
2429,0,06-02-2019,5
2428,0,06-02-2019,4
2427,0,06-02-2019,3
2426,0,06-02-2019,2
2425,0,06-02-2019,1
2424,0,06-02-2019,0
2434,0,06-02-2019,10
2463,0,07-02-2019,15
2464,0,07-02-2019,16
2465,0,07-02-2019,17
2466,0,07-02-2019,18
2462,0,07-02-2019,14
2468,0,07-02-2019,20
2469,0,07-02-2019,21
2470,0,07-02-2019,22
2471,0,07-02-2019,23
2467,0,07-02-2019,19
2461,0,07-02-2019,13
2460,0,07-02-2019,12
2448,0,07-02-2019,0
2458,0,07-02-2019,10
2457,0,07-02-2019,9
2456,0,07-02-2019,8
2455,0,07-02-2019,7
2454,0,07-02-2019,6
2453,0,07-02-2019,5
2452,0,07-02-2019,4
2451,0,07-02-2019,3
2450,0,07-02-2019,2
2449,0,07-02-2019,1
2459,0,07-02-2019,11
2486,1036.094444,08-02-2019,14
2487,658.6138889,08-02-2019,15
2488,307.1888889,08-02-2019,16
2489,0.458333333,08-02-2019,17
2495,0,08-02-2019,23
2491,0,08-02-2019,19
2493,0,08-02-2019,21
2494,0,08-02-2019,22
2485,928.75,08-02-2019,13
2490,0,08-02-2019,18
2484,762.1694444,08-02-2019,12
2492,0,08-02-2019,20
2482,0,08-02-2019,10
2483,313.3694444,08-02-2019,11
2473,0,08-02-2019,1
2474,0,08-02-2019,2
2475,0,08-02-2019,3
2476,0,08-02-2019,4
2472,0,08-02-2019,0
2478,0,08-02-2019,6
2479,0,08-02-2019,7
2480,0,08-02-2019,8
2481,0,08-02-2019,9
2477,0,08-02-2019,5
2510,2994.675,09-02-2019,14
2511,2256.961111,09-02-2019,15
2512,761.7888889,09-02-2019,16
2513,0,09-02-2019,17
2515,0,09-02-2019,19
2516,0,09-02-2019,20
2517,0,09-02-2019,21
2518,0,09-02-2019,22
2509,2121.761111,09-02-2019,13
2519,0,09-02-2019,23
2514,0,09-02-2019,18
2508,2640.688889,09-02-2019,12
2504,0,09-02-2019,8
2506,2780.402778,09-02-2019,10
2505,1273.072222,09-02-2019,9
2503,0,09-02-2019,7
2502,0,09-02-2019,6
2501,0,09-02-2019,5
2500,0,09-02-2019,4
2499,0,09-02-2019,3
2498,0,09-02-2019,2
2497,0,09-02-2019,1
2496,0,09-02-2019,0
2507,3063.986111,09-02-2019,11
2537,0,10-02-2019,17
2534,56.52222222,10-02-2019,14
2535,3.811111111,10-02-2019,15
2536,0,10-02-2019,16
2538,0,10-02-2019,18
2533,431.4722222,10-02-2019,13
2540,0,10-02-2019,20
2541,0,10-02-2019,21
2542,0,10-02-2019,22
2543,0,10-02-2019,23
2539,0,10-02-2019,19
2532,1581.077778,10-02-2019,12
2520,0,10-02-2019,0
2530,2138.258333,10-02-2019,10
2521,0,10-02-2019,1
2522,0,10-02-2019,2
2523,0,10-02-2019,3
2524,0,10-02-2019,4
2531,2406.238889,10-02-2019,11
2526,0,10-02-2019,6
2527,0,10-02-2019,7
2528,186.3777778,10-02-2019,8
2529,1362.180556,10-02-2019,9
2525,0,10-02-2019,5
2558,1284.786111,11-02-2019,14
2567,0,11-02-2019,23
2566,0,11-02-2019,22
2565,0,11-02-2019,21
2564,0,11-02-2019,20
2563,0,11-02-2019,19
2562,0,11-02-2019,18
2561,56.88055556,11-02-2019,17
2560,461.4388889,11-02-2019,16
2559,1576.508333,11-02-2019,15
2557,2589.164345,11-02-2019,13
2556,3346.433333,11-02-2019,12
2544,0,11-02-2019,0
2555,1377.997222,11-02-2019,11
2545,0,11-02-2019,1
2546,0,11-02-2019,2
2548,0,11-02-2019,4
2549,0,11-02-2019,5
2547,0,11-02-2019,3
2551,0,11-02-2019,7
2552,162.9388889,11-02-2019,8
2553,1157.711111,11-02-2019,9
2554,2838.512535,11-02-2019,10
2550,0,11-02-2019,6
2585,0,12-02-2019,17
2582,2699.297222,12-02-2019,14
2583,2709.244444,12-02-2019,15
2584,1534.544444,12-02-2019,16
2586,0,12-02-2019,18
2581,3390.419444,12-02-2019,13
2588,0,12-02-2019,20
2589,0,12-02-2019,21
2590,0,12-02-2019,22
2591,0,12-02-2019,23
2587,0,12-02-2019,19
2580,4834.680556,12-02-2019,12
2568,0,12-02-2019,0
2578,3005.063889,12-02-2019,10
2577,1040.494444,12-02-2019,9
2576,475.4833333,12-02-2019,8
2575,0,12-02-2019,7
2574,0,12-02-2019,6
2573,0,12-02-2019,5
2572,0,12-02-2019,4
2571,0,12-02-2019,3
2570,0,12-02-2019,2
2569,0,12-02-2019,1
2579,3239.122222,12-02-2019,11
2606,3933.019444,13-02-2019,14
2607,2698.233333,13-02-2019,15
2608,1082.555556,13-02-2019,16
2609,32.46388889,13-02-2019,17
2610,0,13-02-2019,18
2615,0,13-02-2019,23
2612,0,13-02-2019,20
2613,0,13-02-2019,21
2614,0,13-02-2019,22
2605,4651.033333,13-02-2019,13
2611,0,13-02-2019,19
2604,4754.894444,13-02-2019,12
2592,0,13-02-2019,0
2602,3265.036111,13-02-2019,10
2593,0,13-02-2019,1
2594,0,13-02-2019,2
2595,0,13-02-2019,3
2596,0,13-02-2019,4
2603,4279.752778,13-02-2019,11
2598,0,13-02-2019,6
2599,0,13-02-2019,7
2600,269.6222222,13-02-2019,8
2601,1633.65,13-02-2019,9
2597,0,13-02-2019,5
2629,4733.483333,14-02-2019,13
2638,0,14-02-2019,22
2637,0,14-02-2019,21
2636,0,14-02-2019,20
2635,0,14-02-2019,19
2634,0,14-02-2019,18
2633,17.01666667,14-02-2019,17
2632,1339.483333,14-02-2019,16
2631,2837.363889,14-02-2019,15
2630,4010.252778,14-02-2019,14
2639,0,14-02-2019,23
2628,4841.619444,14-02-2019,12
2626,3345.602778,14-02-2019,10
2627,4414.011111,14-02-2019,11
2616,0,14-02-2019,0
2617,0,14-02-2019,1
2619,0,14-02-2019,3
2620,0,14-02-2019,4
2618,0,14-02-2019,2
2622,0,14-02-2019,6
2623,0,14-02-2019,7
2624,345.9333333,14-02-2019,8
2625,1752.913889,14-02-2019,9
2621,0,14-02-2019,5
2657,27.43888889,15-02-2019,17
2654,4039.230556,15-02-2019,14
2655,2854.177778,15-02-2019,15
2656,1361.508333,15-02-2019,16
2658,0,15-02-2019,18
2653,4763.683333,15-02-2019,13
2660,0,15-02-2019,20
2661,0,15-02-2019,21
2662,0,15-02-2019,22
2663,0,15-02-2019,23
2659,0,15-02-2019,19
2652,4822.127778,15-02-2019,12
2651,4380.302778,15-02-2019,11
2650,3385.944444,15-02-2019,10
2641,0,15-02-2019,1
2642,0,15-02-2019,2
2643,0,15-02-2019,3
2644,0,15-02-2019,4
2640,0,15-02-2019,0
2646,0,15-02-2019,6
2647,0,15-02-2019,7
2648,349.2777778,15-02-2019,8
2649,1699.880556,15-02-2019,9
2645,0,15-02-2019,5
2677,4808.836111,16-02-2019,13
2686,0,16-02-2019,22
2685,0,16-02-2019,21
2684,0,16-02-2019,20
2683,0,16-02-2019,19
2682,0,16-02-2019,18
2681,45.78333333,16-02-2019,17
2680,1430.444444,16-02-2019,16
2679,2967,16-02-2019,15
2678,4137.45961,16-02-2019,14
2676,4958.097222,16-02-2019,12
2687,0,16-02-2019,23
2674,3515.488889,16-02-2019,10
2664,0,16-02-2019,0
2665,0,16-02-2019,1
2666,0,16-02-2019,2
2667,0,16-02-2019,3
2668,0,16-02-2019,4
2675,4542.130556,16-02-2019,11
2670,0,16-02-2019,6
2671,0,16-02-2019,7
2672,425.4777778,16-02-2019,8
2673,1899.725,16-02-2019,9
2669,0,16-02-2019,5
2701,4940.286111,17-02-2019,13
2702,4182.116667,17-02-2019,14
2703,3011.927778,17-02-2019,15
2704,1489.277778,17-02-2019,16
2705,52.66388889,17-02-2019,17
2707,0,17-02-2019,19
2708,0,17-02-2019,20
2709,0,17-02-2019,21
2710,0,17-02-2019,22
2700,5115.472222,17-02-2019,12
2706,0,17-02-2019,18
2711,0,17-02-2019,23
2699,4634.930556,17-02-2019,11
2697,2045.466667,17-02-2019,9
2696,478.6611111,17-02-2019,8
2695,0,17-02-2019,7
2694,0,17-02-2019,6
2693,0,17-02-2019,5
2692,0,17-02-2019,4
2691,0,17-02-2019,3
2690,0,17-02-2019,2
2689,0,17-02-2019,1
2688,0,17-02-2019,0
2698,3613.463889,17-02-2019,10
2727,3080.052778,18-02-2019,15
2728,1467.727778,18-02-2019,16
2729,0,18-02-2019,17
2730,0,18-02-2019,18
2726,4239.761111,18-02-2019,14
2732,0,18-02-2019,20
2733,0,18-02-2019,21
2734,0,18-02-2019,22
2735,0,18-02-2019,23
2731,0,18-02-2019,19
2725,4935.241667,18-02-2019,13
2724,5043.319444,18-02-2019,12
2712,0,18-02-2019,0
2722,3628.825,18-02-2019,10
2721,2034.252778,18-02-2019,9
2720,476.0805556,18-02-2019,8
2719,0,18-02-2019,7
2718,0,18-02-2019,6
2717,0,18-02-2019,5
2716,0,18-02-2019,4
2715,0,18-02-2019,3
2714,0,18-02-2019,2
2713,0,18-02-2019,1
2723,4611.975,18-02-2019,11
2750,3998.152778,19-02-2019,14
2751,2857.936111,19-02-2019,15
2752,1453.080556,19-02-2019,16
2753,158.6666667,19-02-2019,17
2759,0,19-02-2019,23
2755,0,19-02-2019,19
2757,0,19-02-2019,21
2758,0,19-02-2019,22
2749,4715.069444,19-02-2019,13
2754,0,19-02-2019,18
2748,4781.208333,19-02-2019,12
2756,0,19-02-2019,20
2746,3487.263889,19-02-2019,10
2747,4322.530556,19-02-2019,11
2737,0,19-02-2019,1
2738,0,19-02-2019,2
2739,0,19-02-2019,3
2740,0,19-02-2019,4
2736,0,19-02-2019,0
2742,0,19-02-2019,6
2743,0,19-02-2019,7
2744,808.229572,19-02-2019,8
2745,1899.394444,19-02-2019,9
2741,0,19-02-2019,5
2774,3951.422222,20-02-2019,14
2775,2827.1,20-02-2019,15
2776,1654.025,20-02-2019,16
2777,187.7722222,20-02-2019,17
2779,0,20-02-2019,19
2780,0,20-02-2019,20
2781,0,20-02-2019,21
2782,0,20-02-2019,22
2773,4962.486111,20-02-2019,13
2783,0,20-02-2019,23
2778,0,20-02-2019,18
2772,5003.130556,20-02-2019,12
2768,651.1064516,20-02-2019,8
2770,3615.644444,20-02-2019,10
2769,2094.844444,20-02-2019,9
2767,0,20-02-2019,7
2766,0,20-02-2019,6
2765,0,20-02-2019,5
2764,0,20-02-2019,4
2763,0,20-02-2019,3
2762,0,20-02-2019,2
2761,0,20-02-2019,1
2760,0,20-02-2019,0
2771,4501.7,20-02-2019,11
2801,156.9777778,21-02-2019,17
2798,4172.416667,21-02-2019,14
2799,3059.438889,21-02-2019,15
2800,1562.480556,21-02-2019,16
2802,0,21-02-2019,18
2797,4874.277778,21-02-2019,13
2804,0,21-02-2019,20
2805,0,21-02-2019,21
2806,0,21-02-2019,22
2807,0,21-02-2019,23
2803,0,21-02-2019,19
2796,4938.825,21-02-2019,12
2784,0,21-02-2019,0
2794,3617.711111,21-02-2019,10
2785,0,21-02-2019,1
2786,0,21-02-2019,2
2787,0,21-02-2019,3
2788,0,21-02-2019,4
2795,4544.316667,21-02-2019,11
2790,0,21-02-2019,6
2791,0,21-02-2019,7
2792,644.2777778,21-02-2019,8
2793,2141.516667,21-02-2019,9
2789,0,21-02-2019,5
2822,4040.936111,22-02-2019,14
2831,0,22-02-2019,23
2830,0,22-02-2019,22
2829,0,22-02-2019,21
2828,0,22-02-2019,20
2827,0,22-02-2019,19
2826,0,22-02-2019,18
2825,196.875,22-02-2019,17
2824,1319.405556,22-02-2019,16
2823,3185.922222,22-02-2019,15
2821,3914.261111,22-02-2019,13
2820,5007.875,22-02-2019,12
2808,0,22-02-2019,0
2819,4709.066667,22-02-2019,11
2809,0,22-02-2019,1
2810,0,22-02-2019,2
2812,0,22-02-2019,4
2813,0,22-02-2019,5
2811,0,22-02-2019,3
2815,0,22-02-2019,7
2816,556.0583333,22-02-2019,8
2817,1832.102778,22-02-2019,9
2818,3676.608333,22-02-2019,10
2814,0,22-02-2019,6
2849,467.0888889,23-02-2019,17
2846,4603.652778,23-02-2019,14
2847,3330.933333,23-02-2019,15
2848,1503.402778,23-02-2019,16
2850,0,23-02-2019,18
2845,5391.325,23-02-2019,13
2852,0,23-02-2019,20
2853,0,23-02-2019,21
2854,0,23-02-2019,22
2855,0,23-02-2019,23
2851,0,23-02-2019,19
2844,5453.347222,23-02-2019,12
2832,0,23-02-2019,0
2842,3981.858333,23-02-2019,10
2841,1969.083333,23-02-2019,9
2840,213.4555556,23-02-2019,8
2839,0,23-02-2019,7
2838,0,23-02-2019,6
2837,0,23-02-2019,5
2836,0,23-02-2019,4
2835,0,23-02-2019,3
2834,0,23-02-2019,2
2833,0,23-02-2019,1
2843,5069.694444,23-02-2019,11
2870,4748.447222,24-02-2019,14
2871,3576.316667,24-02-2019,15
2872,1952.975,24-02-2019,16
2873,206.5972222,24-02-2019,17
2874,0,24-02-2019,18
2879,0,24-02-2019,23
2876,0,24-02-2019,20
2877,0,24-02-2019,21
2878,0,24-02-2019,22
2869,5647.058333,24-02-2019,13
2875,0,24-02-2019,19
2868,5715.055556,24-02-2019,12
2856,0,24-02-2019,0
2866,4011.516667,24-02-2019,10
2857,0,24-02-2019,1
2858,0,24-02-2019,2
2859,0,24-02-2019,3
2860,0,24-02-2019,4
2867,5114.513889,24-02-2019,11
2862,0,24-02-2019,6
2863,0,24-02-2019,7
2864,664.7555556,24-02-2019,8
2865,2384.077778,24-02-2019,9
2861,0,24-02-2019,5
2893,5655.780556,25-02-2019,13
2902,0,25-02-2019,22
2901,0,25-02-2019,21
2900,0,25-02-2019,20
2899,0,25-02-2019,19
2898,0,25-02-2019,18
2897,235.1361111,25-02-2019,17
2896,1947.819444,25-02-2019,16
2895,3530.577778,25-02-2019,15
2894,4776.830556,25-02-2019,14
2903,0,25-02-2019,23
2892,5618.666667,25-02-2019,12
2890,4070.730556,25-02-2019,10
2891,5072.444444,25-02-2019,11
2880,0,25-02-2019,0
2881,0,25-02-2019,1
2883,0,25-02-2019,3
2884,0,25-02-2019,4
2882,0,25-02-2019,2
2886,0,25-02-2019,6
2887,0.477777778,25-02-2019,7
2888,897.125,25-02-2019,8
2889,2450.566667,25-02-2019,9
2885,0,25-02-2019,5
2921,490.8333333,26-02-2019,17
2918,4820.143678,26-02-2019,14
2919,3235.977778,26-02-2019,15
2920,2026.655556,26-02-2019,16
2922,0,26-02-2019,18
2917,5547.115987,26-02-2019,13
2924,0,26-02-2019,20
2925,0,26-02-2019,21
2926,0,26-02-2019,22
2927,0,26-02-2019,23
2923,0,26-02-2019,19
2916,5559.839181,26-02-2019,12
2915,5077.693878,26-02-2019,11
2914,3970.996885,26-02-2019,10
2913,2272.065156,26-02-2019,9
2912,607.5632184,26-02-2019,8
2911,0,26-02-2019,7
2910,0,26-02-2019,6
2909,0,26-02-2019,5
2908,0,26-02-2019,4
2907,0,26-02-2019,3
2906,0,26-02-2019,2
2905,0,26-02-2019,1
2904,0,26-02-2019,0
2942,4763.230556,27-02-2019,14
2943,3584.427778,27-02-2019,15
2944,1993.266667,27-02-2019,16
2945,276.5777778,27-02-2019,17
2946,0,27-02-2019,18
2951,0,27-02-2019,23
2948,0,27-02-2019,20
2949,0,27-02-2019,21
2950,0,27-02-2019,22
2941,5432.633333,27-02-2019,13
2947,0,27-02-2019,19
2940,5452.694444,27-02-2019,12
2939,5020.111111,27-02-2019,11
2938,4151.597222,27-02-2019,10
2929,0,27-02-2019,1
2930,0,27-02-2019,2
2931,0,27-02-2019,3
2932,0,27-02-2019,4
2928,0,27-02-2019,0
2934,0,27-02-2019,6
2935,0,27-02-2019,7
2936,878.8972222,27-02-2019,8
2937,2646.458333,27-02-2019,9
2933,0,27-02-2019,5
2965,5413.775,28-02-2019,13
2974,0,28-02-2019,22
2973,0,28-02-2019,21
2972,0,28-02-2019,20
2971,0,28-02-2019,19
2970,0,28-02-2019,18
2969,265.5166667,28-02-2019,17
2968,2036.530556,28-02-2019,16
2967,3394.327778,28-02-2019,15
2966,4695.447222,28-02-2019,14
2964,5174.655556,28-02-2019,12
2975,0,28-02-2019,23
2962,4000.127778,28-02-2019,10
2952,0,28-02-2019,0
2953,0,28-02-2019,1
2954,0,28-02-2019,2
2955,0,28-02-2019,3
2956,0,28-02-2019,4
2963,4954.375,28-02-2019,11
2958,0,28-02-2019,6
2959,0.480555556,28-02-2019,7
2960,1114.636111,28-02-2019,8
2961,2752.061111,28-02-2019,9
2957,0,28-02-2019,5
2989,2291.666667,01-03-2019,13
2998,0,01-03-2019,22
2997,0,01-03-2019,21
2996,0,01-03-2019,20
2995,0,01-03-2019,19
2994,0,01-03-2019,18
2993,0,01-03-2019,17
2992,527.5138889,01-03-2019,16
2991,1712.491667,01-03-2019,15
2990,2953.161111,01-03-2019,14
2988,1762.038889,01-03-2019,12
2999,0,01-03-2019,23
2986,987.3555556,01-03-2019,10
2976,0,01-03-2019,0
2977,0,01-03-2019,1
2978,0,01-03-2019,2
2979,0,01-03-2019,3
2980,0,01-03-2019,4
2987,2006.122222,01-03-2019,11
2982,0,01-03-2019,6
2983,0,01-03-2019,7
2984,267.2068966,01-03-2019,8
2985,767.3426184,01-03-2019,9
2981,0,01-03-2019,5
3013,3102.005556,02-03-2019,13
3014,3948.611111,02-03-2019,14
3015,1869.1,02-03-2019,15
3016,715.9722222,02-03-2019,16
3017,141.2583333,02-03-2019,17
3019,0,02-03-2019,19
3020,0,02-03-2019,20
3021,0,02-03-2019,21
3022,0,02-03-2019,22
3012,2508.894444,02-03-2019,12
3018,0,02-03-2019,18
3023,0,02-03-2019,23
3011,2821.036111,02-03-2019,11
3009,1058.613889,02-03-2019,9
3008,201.0777778,02-03-2019,8
3007,0,02-03-2019,7
3006,0,02-03-2019,6
3005,0,02-03-2019,5
3004,0,02-03-2019,4
3003,0,02-03-2019,3
3002,0,02-03-2019,2
3001,0,02-03-2019,1
3000,0,02-03-2019,0
3010,1748.686111,02-03-2019,10
3038,4067.708333,03-03-2019,14
3039,3089.905556,03-03-2019,15
3040,1289.591667,03-03-2019,16
3041,606.2888889,03-03-2019,17
3037,4011.994444,03-03-2019,13
3043,0,03-03-2019,19
3044,0,03-03-2019,20
3045,0,03-03-2019,21
3046,0,03-03-2019,22
3042,0,03-03-2019,18
3036,5272.730556,03-03-2019,12
3047,0,03-03-2019,23
3034,4433.533333,03-03-2019,10
3024,0,03-03-2019,0
3025,0,03-03-2019,1
3026,0,03-03-2019,2
3027,0,03-03-2019,3
3028,0,03-03-2019,4
3035,5429.508333,03-03-2019,11
3030,0,03-03-2019,6
3031,109.8555556,03-03-2019,7
3032,1151.133333,03-03-2019,8
3033,2875.844444,03-03-2019,9
3029,0,03-03-2019,5
3070,0,04-03-2019,22
3069,0,04-03-2019,21
3068,0,04-03-2019,20
3067,0,04-03-2019,19
3066,0,04-03-2019,18
3065,544.6638889,04-03-2019,17
3064,1556.755556,04-03-2019,16
3063,1591.938889,04-03-2019,15
3062,2870.425,04-03-2019,14
3061,1363.238889,04-03-2019,13
3060,914.2888889,04-03-2019,12
3071,0,04-03-2019,23
3058,13.65833333,04-03-2019,10
3048,0,04-03-2019,0
3049,0,04-03-2019,1
3050,0,04-03-2019,2
3051,0,04-03-2019,3
3052,0,04-03-2019,4
3059,628.7166667,04-03-2019,11
3054,0,04-03-2019,6
3055,0,04-03-2019,7
3056,0.861111111,04-03-2019,8
3057,0,04-03-2019,9
3053,0,04-03-2019,5
3085,5010.431755,05-03-2019,13
3086,6319.719444,05-03-2019,14
3087,4119.666667,05-03-2019,15
3088,2232.919444,05-03-2019,16
3089,401.6972222,05-03-2019,17
3091,0,05-03-2019,19
3092,0,05-03-2019,20
3093,0,05-03-2019,21
3094,0,05-03-2019,22
3084,6117.566667,05-03-2019,12
3090,0,05-03-2019,18
3095,0,05-03-2019,23
3083,6972.122222,05-03-2019,11
3081,2895.363636,05-03-2019,9
3082,4667.733333,05-03-2019,10
3072,0,05-03-2019,0
3073,0,05-03-2019,1
3074,0,05-03-2019,2
3075,0,05-03-2019,3
3077,0,05-03-2019,5
3078,0,05-03-2019,6
3079,9.121212121,05-03-2019,7
3080,1506.409742,05-03-2019,8
3076,0,05-03-2019,4
3119,0,06-03-2019,23
3109,3761.119444,06-03-2019,13
3110,2684.988889,06-03-2019,14
3111,3101.925,06-03-2019,15
3112,928.35,06-03-2019,16
3115,0,06-03-2019,19
3114,0,06-03-2019,18
3116,0,06-03-2019,20
3117,0,06-03-2019,21
3108,4177.708333,06-03-2019,12
3113,181.1972222,06-03-2019,17
